Temperature,Humidity,Rainfall,Soil_pH,N,P,K,Crop,Disease
21.6,81.7,162,6.05,86,53,42,Apple,Cedar Apple Rust
24.2,81.7,186.3,6.99,85,41,37,Apple,Cedar Apple Rust
17.6,79.5,193.6,5.84,89,49,48,Apple,Apple Scab
32.1,85.4,230.3,6.04,103,46,47,Rice,Bacterial Leaf Blight
30.4,66.9,166.1,6.38,100,43,45,Tomato,Bacterial Spot
19.2,94.4,186.1,5.71,88,41,34,Tomato,Late Blight
32.2,93.3,155.5,7.05,112,41,27,Maize,Turcicum Leaf Blight
24.8,72.4,132.5,6.23,88,56,32,Tomato,Early Blight
30,74.3,151.4,6.21,91,32,38,Chili,Powdery Mildew
20.6,59.1,128.4,6.5,97,43,43,Wheat,Powdery Mildew
30.4,45,198.2,6.68,115,55,19,Chili,Anthracnose
25.4,55.6,124.4,6.97,55,51,42,Potato,Common Scab
21.5,81.4,178.7,6.13,82,50,49,Apple,Cedar Apple Rust
28.1,85.4,297.8,6.2,103,34,41,Chili,Leaf Spot
26.9,69.4,157.8,7.32,98,46,58,Apple,Fire Blight
30.2,70.2,203.8,5.78,89,33,27,Rice,Brown Spot
28.3,80.9,282.6,6.24,110,34,38,Chili,Leaf Spot
31.6,89.3,298.8,6.47,100,30,36,Chili,Leaf Spot
27.7,65,152.8,6.73,85,46,44,Wheat,Leaf Rust
16.9,70.8,157.4,6.77,79,47,46,Apple,Apple Scab
24.3,84.4,186.9,6,93,42,35,Apple,Cedar Apple Rust
25.2,82,155.5,5.96,101,33,31,Maize,Common Rust
28.6,71.2,135.8,6.05,85,59,29,Tomato,Early Blight
28.8,72.7,155.2,6.23,92,50,26,Tomato,Early Blight
22.5,83.5,167,5.99,89,41,34,Tomato,Late Blight
37.9,57,295.4,7.04,96,44,32,Rice,Leaf Blast
20.8,52.8,126.1,6.63,91,38,45,Wheat,Powdery Mildew
23.7,77.1,153.1,6.54,96,45,47,Apple,Fire Blight
28.6,64.9,122.9,6.5,97,51,34,Tomato,Early Blight
34.5,82,262.6,6.95,94,46,42,Rice,Bacterial Leaf Blight
29.4,72.8,159,6.26,99,37,26,Maize,Common Rust
33.4,82.5,247.6,6.04,90,36,44,Rice,Bacterial Leaf Blight
33.6,71.9,196.4,6.16,83,44,30,Cotton,Leaf Spot
33,58.1,206.5,6.55,108,56,24,Chili,Anthracnose
28.7,73.9,171.6,6.46,104,38,32,Chili,Powdery Mildew
30.5,64.1,212.4,5.96,78,27,31,Rice,Brown Spot
21.9,76.4,164.9,6.78,81,48,46,Apple,Fire Blight
34.9,53.8,219.6,6.75,74,51,41,Cotton,Bacterial Blight
32.1,79.4,181.1,6.74,99,47,26,Cotton,Leaf Spot
20.9,65.8,162.2,7.31,82,49,56,Apple,Fire Blight
23.7,70.5,156.4,6.07,79,33,49,Potato,Late Blight
28.5,60,131.3,6.27,83,58,34,Tomato,Early Blight
36.3,42.3,213.1,6.56,68,57,39,Cotton,Bacterial Blight
16.7,85.4,161.1,6.77,82,45,43,Apple,Apple Scab
29.3,77.7,149.9,6.64,100,45,40,Tomato,Bacterial Spot
18.5,78.4,164.2,6.41,81,29,45,Potato,Late Blight
28.6,42.6,212,6.17,62,54,35,Cotton,Bacterial Blight
19.5,74.8,151.9,6.28,81,34,46,Potato,Late Blight
28.3,66.2,159.4,7.29,71,42,36,Cotton,Verticillium Wilt
31.2,81.8,205.6,6.49,112,45,29,Maize,Gray Leaf Spot
30.7,49,266.8,6.58,97,31,30,Rice,Leaf Blast
29.5,72.4,187.7,6.74,96,44,33,Chili,Powdery Mildew
20.4,89.1,186.7,5.89,80,43,31,Tomato,Late Blight
25,60.6,156.4,6.89,81,44,31,Cotton,Verticillium Wilt
20.8,73.5,141.2,7.16,93,55,59,Apple,Fire Blight
33.6,82.7,188.7,6.47,100,39,28,Maize,Gray Leaf Spot
28.6,85.8,294.4,6.24,109,33,42,Chili,Leaf Spot
36.4,90.4,136,7.02,108,46,27,Maize,Turcicum Leaf Blight
22.2,88.6,185.3,5.63,87,43,37,Tomato,Late Blight
24.5,71.7,164.8,7.38,86,46,47,Apple,Fire Blight
24.2,65.9,169.1,6.76,101,34,35,Wheat,Leaf Rust
24.5,69.1,155.7,6.75,66,56,27,Potato,Early Blight
32.5,49.5,183.6,6.7,100,53,19,Chili,Anthracnose
33.9,66.8,190.7,6.04,82,48,29,Cotton,Leaf Spot
36,57.8,245.8,6.69,65,45,38,Cotton,Bacterial Blight
23.6,74.6,159.7,6.32,86,21,44,Potato,Late Blight
33.9,80.4,259.8,6.38,104,40,39,Rice,Bacterial Leaf Blight
28.5,71.4,185.5,6.44,92,44,27,Maize,Common Rust
27,82.9,163.2,5.98,104,35,33,Maize,Common Rust
23.5,73,150.5,6.35,86,24,48,Potato,Late Blight
19.1,83.5,176.9,6.43,81,44,42,Apple,Apple Scab
20.6,73.5,171.6,6.42,96,37,36,Wheat,Septoria Leaf Spot
25.6,73.8,155.5,6.2,80,45,29,Tomato,Early Blight
22.8,82.5,199.9,5.77,85,38,37,Tomato,Late Blight
31.5,83.6,296.6,6.32,113,32,36,Chili,Leaf Spot
36.6,76.5,234.5,6.17,105,36,41,Rice,Bacterial Leaf Blight
24.7,59.4,103,7.05,54,43,32,Potato,Common Scab
36,55.5,210.1,6.78,72,58,42,Cotton,Bacterial Blight
22.3,71.5,184.9,6.08,110,28,39,Wheat,Septoria Leaf Spot
16.3,76,197.6,6.2,86,50,47,Apple,Apple Scab
22.8,58.4,119.1,6.48,90,35,46,Wheat,Powdery Mildew
37,71.4,261.4,6.53,97,40,44,Rice,Bacterial Leaf Blight
30.1,59,200.6,6.52,116,53,20,Chili,Anthracnose
21.9,82.9,164.6,6.29,70,37,46,Apple,Apple Scab
22.9,75.4,181,6.34,100,29,44,Wheat,Septoria Leaf Spot
30.6,69.8,158.3,6.63,93,51,44,Tomato,Bacterial Spot
35.4,89.3,130.5,6.89,110,41,26,Maize,Turcicum Leaf Blight
18.2,88.4,190,5.64,80,30,42,Tomato,Late Blight
27.3,76,170,6.56,91,33,35,Chili,Powdery Mildew
37.3,90.2,151.9,6.81,112,47,21,Maize,Turcicum Leaf Blight
32.6,74.5,220.2,6.3,92,42,45,Rice,Bacterial Leaf Blight
35.9,84.5,232.6,6.88,102,41,37,Rice,Bacterial Leaf Blight
35.2,88.2,145.8,7.11,120,45,26,Maize,Turcicum Leaf Blight
33.9,77.7,183,6.38,98,35,20,Maize,Gray Leaf Spot
33.2,49.6,258.1,7.22,92,64,41,Cotton,Bacterial Blight
30.7,55.3,150.2,7,72,51,32,Cotton,Verticillium Wilt
23.2,70,154.9,6.48,94,40,38,Wheat,Leaf Rust
24.2,53.9,102.9,7.43,69,43,41,Potato,Common Scab
36.8,85,138.5,7.03,116,51,25,Maize,Turcicum Leaf Blight
32.3,78.7,191.6,6.12,80,42,34,Cotton,Leaf Spot
34.9,47.1,269.7,6.46,91,32,35,Rice,Leaf Blast
28.6,65.8,163,6.74,100,51,37,Tomato,Bacterial Spot
35.7,52.5,202.2,6.72,66,51,41,Cotton,Bacterial Blight
33.9,50.3,297.2,6.5,95,37,35,Rice,Leaf Blast
22,84.7,174.2,5.53,75,37,31,Tomato,Late Blight
26.6,60.8,129.8,6.25,99,34,38,Wheat,Leaf Rust
31.3,50.2,209.7,6.69,115,56,22,Chili,Anthracnose
21.8,62.9,132.2,6.6,99,42,41,Wheat,Powdery Mildew
24.9,73.5,151,6.57,90,38,36,Wheat,Leaf Rust
31.8,76.5,222,6.81,80,37,31,Cotton,Leaf Spot
37,57,218.6,6.4,79,51,36,Cotton,Bacterial Blight
27.3,75.8,159.6,6.06,92,44,30,Maize,Common Rust
29.9,65.5,193.1,6.28,98,44,25,Cotton,Leaf Spot
26.4,74.8,169.3,6.28,90,43,40,Tomato,Bacterial Spot
32.5,82.9,236,6.17,107,34,40,Rice,Bacterial Leaf Blight
35.9,86.1,257.5,7.03,97,49,36,Cotton,Leaf Spot
26.8,53.7,114.3,7.68,55,51,35,Potato,Common Scab
26.6,72.2,143.7,6.35,101,37,42,Wheat,Leaf Rust
34.2,56.5,191.4,6.74,103,54,22,Chili,Anthracnose
31.4,45.1,201.6,6.92,107,58,17,Chili,Anthracnose
33.4,85,135.6,6.8,119,46,23,Maize,Turcicum Leaf Blight
20.3,61.2,133.5,6.06,78,58,34,Potato,Early Blight
28.3,59,192.5,7.12,82,50,32,Cotton,Verticillium Wilt
28.2,54.1,195.3,6.95,89,43,36,Cotton,Verticillium Wilt
28.4,75.1,182.2,6.27,99,35,22,Maize,Gray Leaf Spot
25.1,74.5,144.5,6.6,103,54,38,Tomato,Bacterial Spot
36.4,87.9,138.9,6.99,105,51,23,Maize,Turcicum Leaf Blight
31.2,79.7,201,6.65,102,47,22,Maize,Gray Leaf Spot
29.5,72.8,226.1,6.64,83,45,29,Cotton,Leaf Spot
34.2,48.7,217.7,6.75,64,47,40,Cotton,Bacterial Blight
18.3,83.1,165.3,6.04,79,38,47,Apple,Apple Scab
36.1,57.9,220.5,6.78,81,49,36,Cotton,Bacterial Blight
25.8,68.3,146.3,6.42,102,33,35,Wheat,Leaf Rust
20.4,84.8,171.7,6.04,102,33,33,Wheat,Septoria Leaf Spot
24.9,78.8,140,6.74,90,56,51,Apple,Fire Blight
23.9,58.5,129.4,6.79,94,35,47,Wheat,Powdery Mildew
32.6,63.9,228.8,6.19,83,37,29,Rice,Brown Spot
24.4,69.1,147.8,6.59,89,31,37,Wheat,Leaf Rust
22.5,62.6,143.8,6.19,72,54,31,Potato,Early Blight
27.7,53.1,172.6,7.13,80,43,33,Cotton,Verticillium Wilt
32.2,58,215.2,6.52,73,46,44,Cotton,Bacterial Blight
36.5,88.8,223.2,6.01,103,39,38,Rice,Bacterial Leaf Blight
33.9,68,254.3,5.56,73,31,30,Rice,Brown Spot
22.4,73.5,134.8,6.26,101,41,38,Wheat,Leaf Rust
28.4,69.8,162.8,6.92,75,51,37,Cotton,Verticillium Wilt
23.5,52.1,132.5,6.73,98,40,49,Wheat,Powdery Mildew
22.9,79.9,178.5,6.88,89,46,49,Apple,Cedar Apple Rust
15.7,71.2,174.3,6.76,78,40,54,Apple,Apple Scab
32.6,76.3,189.7,6.63,112,35,19,Maize,Gray Leaf Spot
33.1,65.2,258.4,6.19,75,25,32,Rice,Brown Spot
31.6,76.9,201.6,6.47,99,41,31,Cotton,Leaf Spot
23,78.6,166.6,6.92,83,49,35,Apple,Cedar Apple Rust
18.1,75.6,170.7,6.51,87,37,50,Apple,Apple Scab
26.2,70.3,139.1,7.25,83,48,51,Apple,Fire Blight
30.7,59.2,208,6.61,112,50,24,Chili,Anthracnose
20.7,55.1,145.9,6.49,91,39,43,Wheat,Powdery Mildew
23.3,66.5,135.1,6.94,93,36,43,Wheat,Powdery Mildew
30,72.6,251.2,6.2,91,39,32,Rice,Brown Spot
22.3,62.8,131.6,6.31,101,36,39,Wheat,Leaf Rust
27.7,70.2,165.1,6.52,85,45,54,Apple,Fire Blight
26,66.3,158,6.33,95,30,41,Wheat,Leaf Rust
23.1,77.5,168.7,6.19,81,39,51,Apple,Apple Scab
24.1,68.8,151.1,6.39,80,58,38,Tomato,Early Blight
33.3,50.3,208.9,6.97,116,63,19,Chili,Anthracnose
30.9,62.3,161.2,6.68,87,51,36,Cotton,Verticillium Wilt
25.7,77.4,167.1,6.91,94,46,45,Apple,Fire Blight
25.5,64.2,141.2,6.32,104,31,40,Wheat,Leaf Rust
25.1,69.2,139.5,6.39,93,31,36,Wheat,Leaf Rust
31.2,68.8,158.1,6.58,102,47,40,Tomato,Bacterial Spot
24.8,71.4,133.8,6.07,86,50,39,Tomato,Early Blight
24.4,64,147.5,6.78,102,39,47,Wheat,Powdery Mildew
25.1,59.5,161.6,7.13,89,46,38,Cotton,Verticillium Wilt
26.3,68.1,140.5,6.41,86,44,44,Tomato,Bacterial Spot
21,93.6,183.3,5.62,88,40,40,Tomato,Late Blight
25.1,79.3,166.5,6.45,99,40,27,Maize,Common Rust
34.4,89.7,157.2,7.17,122,42,28,Maize,Turcicum Leaf Blight
26.8,78.2,155.3,6.27,94,34,35,Chili,Powdery Mildew
33,54,290.3,6.3,89,36,32,Rice,Leaf Blast
37.7,86.1,230.8,6.41,97,46,42,Rice,Bacterial Leaf Blight
24.4,84,175.6,6.55,81,43,47,Apple,Cedar Apple Rust
23.2,64.3,124.5,6.69,102,40,44,Wheat,Powdery Mildew
25.1,70.5,165.9,7.25,84,54,58,Apple,Fire Blight
23.9,63.4,157.9,6.14,70,61,32,Potato,Early Blight
32.5,54.8,260,6.41,89,32,33,Rice,Leaf Blast
32,57,244.7,6.4,63,59,43,Cotton,Bacterial Blight
29.3,60.5,224.6,5.7,86,37,29,Rice,Brown Spot
21,81.9,165.4,6.58,114,27,34,Wheat,Septoria Leaf Spot
19.6,84.4,174.6,6.45,90,50,44,Apple,Cedar Apple Rust
33.7,72.1,222.6,6.25,80,44,29,Cotton,Leaf Spot
25.7,71.4,121.3,6.28,99,59,29,Tomato,Early Blight
19.3,81.7,193.7,6.11,84,47,43,Apple,Apple Scab
31,47.4,181.3,6.78,110,53,21,Chili,Anthracnose
30.4,90,176.9,6.1,113,48,15,Maize,Gray Leaf Spot
29.3,72.6,222.5,6.24,98,49,34,Cotton,Leaf Spot
33.8,82.5,179.4,6.14,99,45,15,Maize,Gray Leaf Spot
23.8,76,150.4,6.32,73,35,50,Apple,Apple Scab
26.5,81.1,178.6,6.01,101,39,29,Maize,Common Rust
30.4,78.1,146.2,6.69,90,46,48,Tomato,Bacterial Spot
33.3,43,211.6,6.75,80,53,41,Cotton,Bacterial Blight
29,72.6,178.9,6.23,91,31,26,Maize,Common Rust
32.3,85.6,191.4,6.54,106,39,26,Maize,Gray Leaf Spot
34.3,76.6,255.7,6.87,90,40,37,Rice,Bacterial Leaf Blight
27.5,66.3,173.8,6.72,100,43,42,Tomato,Bacterial Spot
22.1,74.5,165.1,5.9,82,37,43,Apple,Apple Scab
31.4,54.6,194,6.93,106,53,24,Chili,Anthracnose
22.8,51.5,105.7,7.84,56,43,30,Potato,Common Scab
33.7,55.4,206.7,6.86,119,55,23,Chili,Anthracnose
18.4,86.4,169.6,5.94,87,44,36,Tomato,Late Blight
38.4,50.8,318.2,7,106,40,41,Rice,Leaf Blast
31.5,55.4,209.3,7.17,79,49,32,Cotton,Verticillium Wilt
30.4,56.7,188,6.55,82,42,38,Cotton,Verticillium Wilt
35.1,38.4,236.1,6.72,69,51,43,Cotton,Bacterial Blight
35.5,94.7,134.7,7.14,119,51,22,Maize,Turcicum Leaf Blight
19.8,46.6,108,5.75,52,46,31,Potato,Common Scab
28,72.6,154.2,6.28,105,37,28,Maize,Common Rust
22.8,74,160.1,6.75,98,37,44,Wheat,Leaf Rust
33.6,92.6,145.9,6.83,112,53,27,Maize,Turcicum Leaf Blight
30.6,84.5,185.4,6.25,95,47,28,Maize,Gray Leaf Spot
25.4,73,153.3,6.57,92,31,39,Wheat,Leaf Rust
29,72.3,192.9,6.75,94,37,33,Cotton,Leaf Spot
19.2,84,169.2,5.96,76,35,39,Tomato,Late Blight
23.6,76.2,153.3,6.68,86,49,48,Apple,Fire Blight
35,78.6,277.4,6.21,100,46,43,Rice,Bacterial Leaf Blight
28.9,74.1,139.8,6.12,91,51,28,Tomato,Early Blight
37.5,47.5,226.9,6.52,74,52,35,Cotton,Bacterial Blight
19,87.3,184.3,5.61,86,34,33,Tomato,Late Blight
32,81,292.8,6.24,111,33,44,Chili,Leaf Spot
33.7,60,219,7.29,131,56,25,Chili,Anthracnose
21.1,73.6,189.8,5.93,98,31,34,Wheat,Septoria Leaf Spot
19.6,76.1,186.4,6.35,79,45,52,Apple,Apple Scab
22.9,74.8,164.3,6.04,81,25,42,Potato,Late Blight
22.3,70.1,180.7,5.83,106,38,44,Wheat,Septoria Leaf Spot
27.2,66.7,155.6,6.69,102,33,31,Chili,Powdery Mildew
20.5,82.4,152.3,6.41,77,46,52,Apple,Apple Scab
22.7,83.7,175.3,6.3,103,31,34,Wheat,Septoria Leaf Spot
34.9,69.2,228.8,6.18,87,46,31,Cotton,Leaf Spot
32,55.7,207.5,6.83,109,61,21,Chili,Anthracnose
19,78.9,188.7,6.17,73,38,43,Apple,Apple Scab
27.2,68.8,169,7.15,71,43,37,Cotton,Verticillium Wilt
33.2,59.9,180.4,6.77,111,63,20,Chili,Anthracnose
22.8,81.5,177.6,6.16,79,43,48,Apple,Cedar Apple Rust
22,60.6,169.1,6.19,98,46,40,Wheat,Leaf Rust
25.4,48.8,100.4,7.59,60,56,42,Potato,Common Scab
28,62.7,201.4,6.99,74,42,30,Cotton,Verticillium Wilt
21.5,79.9,177.2,6.29,88,47,40,Apple,Cedar Apple Rust
25.7,77.8,130.9,7.07,80,46,55,Apple,Fire Blight
20.2,71.3,142.4,6.82,88,55,54,Apple,Fire Blight
28.1,78.3,196.6,6.63,108,41,20,Maize,Gray Leaf Spot
20.7,54,130.8,6.65,103,35,40,Wheat,Powdery Mildew
23.7,58.8,111.6,7.2,67,54,30,Potato,Common Scab
36.4,90,141.1,6.84,119,44,22,Maize,Turcicum Leaf Blight
21.1,82.1,169.7,6.84,85,54,36,Apple,Cedar Apple Rust
20.7,77.3,191.1,6.11,103,30,35,Wheat,Septoria Leaf Spot
27.6,71.8,171.6,6.23,109,44,34,Maize,Common Rust
22.8,53.3,121.7,7.64,66,48,34,Potato,Common Scab
20.5,86,193.6,5.56,81,35,35,Tomato,Late Blight
32.9,81.5,191.5,6.2,98,42,21,Maize,Gray Leaf Spot
28,64.3,151.5,6.43,93,33,44,Wheat,Leaf Rust
29.6,65.4,215.1,5.99,96,43,39,Rice,Bacterial Leaf Blight
33.6,73.5,221.7,6.91,90,46,37,Rice,Bacterial Leaf Blight
28.2,70.7,174.5,6.69,85,36,37,Chili,Powdery Mildew
30.7,47.4,182.3,6.6,114,62,19,Chili,Anthracnose
19.9,81.6,190.5,6.09,83,32,30,Tomato,Late Blight
25.7,70.1,188.8,6.46,99,44,31,Maize,Common Rust
22.1,69.8,133.4,5.96,84,62,33,Potato,Early Blight
32,83,185.4,6.1,95,38,16,Maize,Gray Leaf Spot
34.2,51.7,269.7,6.3,86,38,36,Rice,Leaf Blast
33.6,46.6,286.8,6.45,91,38,31,Rice,Leaf Blast
31,49.3,264.4,6.67,91,44,30,Rice,Leaf Blast
28.7,80.3,254.5,6.14,114,30,38,Chili,Leaf Spot
19.5,93.6,163.6,6.11,80,43,40,Tomato,Late Blight
29.5,79.5,169.1,6.26,100,40,33,Chili,Powdery Mildew
34.9,55.7,192.5,6.85,119,60,22,Chili,Anthracnose
30.3,79.7,215.4,6.06,80,37,32,Cotton,Leaf Spot
22.6,50.8,118.2,7.05,52,48,41,Potato,Common Scab
26.3,71.9,159,5.87,109,34,29,Maize,Common Rust
16,71.9,183,6.35,78,37,46,Apple,Apple Scab
24.1,62.2,153.9,6.65,92,32,36,Wheat,Leaf Rust
28,80.3,158.8,6.08,101,35,28,Maize,Common Rust
33.5,45.9,271.5,6.39,99,38,36,Rice,Leaf Blast
23.4,76.3,163.6,7.48,81,48,56,Apple,Fire Blight
26.9,77.7,156.5,6.36,85,35,33,Chili,Powdery Mildew
28.3,73.8,228.2,5.52,83,32,26,Rice,Brown Spot
28.1,70.1,231.4,6.13,73,37,32,Rice,Brown Spot
27.6,82.7,152.4,5.96,95,35,33,Maize,Common Rust
27.9,72.1,151.7,6.07,102,31,28,Maize,Common Rust
18.2,71.5,189.1,5.96,102,32,40,Wheat,Septoria Leaf Spot
22.1,84.1,196.9,6,86,31,38,Tomato,Late Blight
30.1,58.6,231.4,6.46,66,45,37,Cotton,Bacterial Blight
32.2,72,223.9,5.74,74,32,30,Rice,Brown Spot
18.8,82.2,184.7,6.73,79,54,35,Apple,Cedar Apple Rust
21.4,60.4,148.3,6,61,54,34,Potato,Early Blight
21.4,60.6,128.1,6.94,97,40,40,Wheat,Powdery Mildew
36.6,77.9,250.3,6.46,95,42,35,Rice,Bacterial Leaf Blight
34.2,55.8,204.9,6.6,117,54,15,Chili,Anthracnose
27.4,73.6,169.7,6.64,96,34,31,Chili,Powdery Mildew
25.1,83.5,150.2,6.05,93,41,25,Maize,Common Rust
31.2,70.4,194.6,6.17,95,49,29,Cotton,Leaf Spot
29.4,82.8,170.3,6.14,97,44,26,Maize,Common Rust
30,69.5,163,6.31,102,41,31,Chili,Powdery Mildew
22.9,73.2,151.1,6.37,87,42,43,Wheat,Leaf Rust
30.9,56.6,195.4,6.51,113,56,20,Chili,Anthracnose
19.3,80.3,170.9,5.81,77,31,40,Tomato,Late Blight
25.5,78.4,154.8,5.95,93,31,31,Maize,Common Rust
27.4,84.4,179.3,5.88,94,44,32,Maize,Common Rust
28,61.9,256,6.11,74,36,31,Rice,Brown Spot
23,94.2,189.2,5.89,83,38,40,Tomato,Late Blight
25.8,45,116.7,7.28,51,59,33,Potato,Common Scab
26.5,66.8,160.7,6.53,91,49,36,Tomato,Bacterial Spot
22,87,163.6,6.39,75,36,50,Apple,Apple Scab
34.9,92.8,137.1,7.1,122,53,27,Maize,Turcicum Leaf Blight
33.2,50.7,229.2,6.67,72,46,43,Cotton,Bacterial Blight
25.5,71.1,161.3,7.21,83,53,56,Apple,Fire Blight
28.7,74.1,127.2,6.09,83,56,25,Tomato,Early Blight
21.4,84.5,188.4,6.31,91,48,49,Apple,Cedar Apple Rust
29.9,68.1,171.8,6.79,100,44,39,Chili,Powdery Mildew
22.9,41.5,99.9,6.94,53,44,32,Potato,Common Scab
31.8,73.5,209.8,5.77,72,34,32,Rice,Brown Spot
32.8,75.1,203.7,6.67,109,46,29,Maize,Gray Leaf Spot
22,82.3,160.5,6.23,104,32,31,Wheat,Septoria Leaf Spot
24.7,70.1,145.7,7.36,97,57,57,Apple,Fire Blight
29.3,60.7,163.1,6.66,74,47,32,Cotton,Verticillium Wilt
24.1,63.4,137.8,5.95,74,54,31,Potato,Early Blight
36.4,38.9,216.6,6.54,67,55,43,Cotton,Bacterial Blight
37.1,88,276.8,6.4,94,40,39,Rice,Bacterial Leaf Blight
36.1,81.4,276.7,6.44,101,42,48,Rice,Bacterial Leaf Blight
26,72.2,167.3,6.58,103,31,34,Chili,Powdery Mildew
35.1,81.5,275.5,6.65,98,48,46,Rice,Bacterial Leaf Blight
33.2,75.7,229.7,6.25,94,42,43,Rice,Bacterial Leaf Blight
20.9,66.7,157.9,6.02,74,54,32,Potato,Early Blight
30.4,82.5,191.1,6.48,109,40,21,Maize,Gray Leaf Spot
22.1,69.7,150.4,6.36,104,41,43,Wheat,Leaf Rust
30.2,60.8,241.1,5.81,73,37,33,Rice,Brown Spot
24.2,63.2,154.9,5.81,74,53,26,Potato,Early Blight
31.7,38.8,202.2,6.74,76,54,41,Cotton,Bacterial Blight
27,69.2,157.6,6.41,99,49,46,Tomato,Bacterial Spot
29.5,86.8,261.4,6.21,106,33,38,Chili,Leaf Spot
32.9,54.9,288.5,6.41,92,33,34,Rice,Leaf Blast
32.1,88.6,156.7,7.08,107,48,28,Maize,Turcicum Leaf Blight
35.4,39.3,246.5,6.41,84,47,42,Cotton,Bacterial Blight
26.8,58.6,128.9,7.3,67,42,41,Potato,Common Scab
25.4,51.1,100.6,7.37,55,49,44,Potato,Common Scab
20.9,76.6,168.9,6.22,79,34,44,Potato,Late Blight
37,54.5,243.4,6.57,78,47,38,Cotton,Bacterial Blight
28.6,70.1,195.5,6.95,95,44,30,Cotton,Leaf Spot
28.4,73.5,154.9,6.26,93,53,26,Tomato,Early Blight
22.9,64.9,142.7,6.67,104,38,42,Wheat,Powdery Mildew
24.2,62.1,126.7,6.54,106,44,40,Wheat,Powdery Mildew
34.8,84.3,264.2,6.14,109,47,38,Rice,Bacterial Leaf Blight
26.4,75,171.9,5.87,102,34,31,Maize,Common Rust
26.7,71.3,159.6,7.17,84,50,52,Apple,Fire Blight
32.8,72.8,264.9,6.47,105,46,44,Rice,Bacterial Leaf Blight
27.3,74.7,145.1,6.44,86,51,38,Tomato,Early Blight
20.2,90.4,186.1,5.72,78,35,41,Tomato,Late Blight
32.5,83.6,204,6.11,95,45,16,Maize,Gray Leaf Spot
26.7,66,176,7.42,79,51,34,Cotton,Verticillium Wilt
35.8,77.1,256.2,6.31,108,48,43,Rice,Bacterial Leaf Blight
27.9,70.5,180.2,6.36,94,35,30,Cotton,Leaf Spot
30,68.5,206.6,6.11,90,35,28,Cotton,Leaf Spot
22.4,69.6,174,6.14,88,21,47,Potato,Late Blight
23.8,63.5,122.5,6.64,92,35,46,Wheat,Powdery Mildew
25.4,64.3,181.6,7.4,76,48,35,Cotton,Verticillium Wilt
32.2,70.5,242.4,6.15,101,48,40,Rice,Bacterial Leaf Blight
24,75,140.5,6.22,103,30,41,Wheat,Leaf Rust
31.2,46.5,204.2,6.57,111,55,17,Chili,Anthracnose
27.8,65.7,187.3,6.58,104,38,37,Chili,Powdery Mildew
29.4,55.1,153.1,6.51,70,40,31,Cotton,Verticillium Wilt
28.1,59.8,190.9,6.6,76,41,30,Cotton,Verticillium Wilt
33.7,84.1,194.2,6.09,114,46,28,Maize,Gray Leaf Spot
27.6,82.5,167.1,6.1,95,42,34,Maize,Common Rust
33.1,66.8,225.5,5.61,78,33,25,Rice,Brown Spot
24.5,68.7,147.9,6.04,76,52,34,Potato,Early Blight
29.3,68.9,254.8,6.06,88,39,25,Rice,Brown Spot
29.7,81.5,289.3,6.06,98,27,40,Chili,Leaf Spot
26.5,51.7,124.3,7.45,61,54,33,Potato,Common Scab
15,82.7,187.4,6.05,79,49,44,Apple,Apple Scab
33.8,42.3,210.4,6.63,82,51,37,Cotton,Bacterial Blight
24.1,63.7,146.2,6.03,88,58,36,Tomato,Early Blight
31,47.3,263.2,6.32,86,44,33,Rice,Leaf Blast
28.3,52.7,173.7,6.68,77,45,39,Cotton,Verticillium Wilt
31.2,88.9,250.6,6.48,104,32,36,Chili,Leaf Spot
26.8,82.9,168.7,5.95,108,41,25,Maize,Common Rust
28.3,68.8,167.3,6.23,96,41,34,Chili,Powdery Mildew
18.9,93.4,165.9,5.95,88,43,41,Tomato,Late Blight
22.6,74.4,149.6,6.02,88,29,47,Potato,Late Blight
23,45.9,113.7,6.91,69,51,35,Potato,Common Scab
28.1,88.5,191.8,6.61,112,41,22,Maize,Gray Leaf Spot
31.9,72.9,151.5,6.67,88,43,46,Tomato,Bacterial Spot
22.9,85.2,171.6,5.92,86,36,39,Tomato,Late Blight
31.8,53.5,187.1,6.99,110,52,19,Chili,Anthracnose
29.4,87.1,185.5,6.58,102,47,19,Maize,Gray Leaf Spot
30.6,57.6,201.5,6.67,78,59,35,Cotton,Bacterial Blight
31.6,82.4,278.7,6.38,100,29,40,Chili,Leaf Spot
27.2,62.1,168.1,6.26,98,45,43,Wheat,Leaf Rust
16.2,81.4,174.6,6.32,87,48,46,Apple,Apple Scab
31.5,69.3,169,6.64,89,53,42,Tomato,Bacterial Spot
25.6,76.1,165.5,6.72,99,47,54,Apple,Fire Blight
37.8,58.1,208.1,6.48,70,50,42,Cotton,Bacterial Blight
31.5,83.3,266.5,6.3,98,27,39,Chili,Leaf Spot
18.3,82,189.3,6.45,80,42,39,Apple,Cedar Apple Rust
21.2,93.6,188.3,5.53,87,44,37,Tomato,Late Blight
25.8,52.3,170.9,7.26,82,41,38,Cotton,Verticillium Wilt
33.3,53.3,265.2,6.5,89,37,32,Rice,Leaf Blast
37.4,90.7,153.4,7.12,110,47,29,Maize,Turcicum Leaf Blight
23.9,74.5,149.4,6.34,79,30,40,Potato,Late Blight
24,73.8,130.5,6.44,99,39,35,Wheat,Leaf Rust
33.1,67.4,207.9,5.99,74,31,25,Rice,Brown Spot
